Id,Invoice_Number__c,Paid_Amount__c,Status__c
a0xRg00000CDWRNIA5,INV-TRD-877,33737.96,Partially Paid
a0xRg00000CDWSzIAP,INV-TRD-878,60000,Fully Paid
a0xRg00000CDWUbIAP,INV-TRD-879,28972,Partially Paid
a0xRg00000CDWWDIA5,INV-TRD-880,31000,Fully Paid
a0xRg00000CDWxdIAH,INV-TRD-881,26186.56,Fully Paid
a0xRg00000CDX45IAH,INV-TRD-882,,Cancelled
a0xRg00000CDXP3IAP,INV-TRD-883,,Pending
a0xRg00000CDXfBIAX,INV-TRD-884,29115.9,Fully Paid
a0xRg00000CDXiPIAX,INV-TRD-885,32938.4,Fully Paid
a0xRg00000CDXldIAH,INV-TRD-886,65177.7,Fully Paid
a0xRg00000CDYrNIAX,INV-TRD-887,28664.16,Fully Paid
a0xRg00000CDYszIAH,INV-TRD-888,27982,Fully Paid
a0xRg00000CDYubIAH,INV-TRD-889,,Pending
a0xRg00000CDZDyIAP,INV-TRD-890,319962.72,Fully Paid
a0xRg00000CDZVhIAP,INV-TRD-891,342817.2,Fully Paid
a0xRg00000CDZYvIAP,INV-TRD-892,348061.44,Partially Paid
a0xRg00000CDmzCIAT,INV-TRD2-201,101643.9,Fully Paid
a0xRg00000CFpJRIA1,INV-TRD-893,89961,Fully Paid
a0xRg00000CFrujIAD,INV-TRD-894,,Pending
a0xRg00000CFrwLIAT,INV-TRD-895,46824,Fully Paid
a0xRg00000CFtgPIAT,INV-TRD-896,27900.22,Fully Paid
a0xRg00000CIKmAIAX,INV-TRD2-202,39469.16,Fully Paid
a0xRg00000CIKsbIAH,INV-TRD2-203,90797.9,Fully Paid
a0xRg00000CIKvpIAH,INV-TRD2-204,39795.2,Partially Paid
a0xRg00000CIKxRIAX,INV-TRD2-205,91658,Partially Paid
a0xRg00000CIVBLIA5,INV-TRD-898,136539.9,Fully Paid
a0xRg00000CIYSYIA5,INV-TRD-899,27307.98,Fully Paid
a0xRg00000CIYabIAH,INV-TRD-897,467385.66,Fully Paid
a0xRg00000CIZRpIAP,INV-TRD-900,27307.98,Fully Paid
a0xRg00000CIZbVIAX,INV-TRD-901,27307.98,Fully Paid
a0xRg00000CKYUrIAP,INV-BTL-97,2489000,Fully Paid
a0xRg00000CKYZhIAP,INV-TRD2-206,,Cancelled
a0xRg00000CKYbJIAX,INV-TRD2-207,103658.1,Fully Paid
a0xRg00000CKYwHIAX,INV-TRD2-208,93001.5,Fully Paid
a0xRg00000CKZPoIAP,INV-TRD2-209,176479.5,Fully Paid
a0xRg00000CKb1JIAT,INV-TRD2-210,73741.8,Fully Paid
a0xRg00000CKbfdIAD,INV-BTL-98,2417500,Fully Paid
a0xRg00000CKdmHIAT,INV-TRD2-211,86112.5,Fully Paid
a0xRg00000CMFeDIAX,INV-TRD2-212,91494,Fully Paid
a0xRg00000CMHbBIAX,INV-TRD-902,419898,Partially Paid
a0xRg00000CMIQoIAP,INV-TRD-908,32550,Fully Paid
a0xRg00000CMJQ5IAP,INV-TRD-903,27495.9,Fully Paid
a0xRg00000CMJRhIAP,INV-TRD-904,,Pending
a0xRg00000CMJZlIAP,INV-TRD-905,,Cancelled
a0xRg00000CMJbNIAX,INV-TRD-906,,Cancelled
a0xRg00000CMJczIAH,INV-TRD-907,29652.58,Fully Paid
a0xRg00000CMJl3IAH,INV-TRD-909,101137.8,Fully Paid
a0xRg00000CMJl4IAH,INV-TRD-921,45673.2,Fully Paid
a0xRg00000CMJmfIAH,INV-TRD-910,34415,Fully Paid
a0xRg00000CMJwLIAX,INV-TRD-911,30421,Partially Paid
a0xRg00000CMJxxIAH,INV-TRD-912,31051,Fully Paid
a0xRg00000CMKFhIAP,INV-TRD-913,47523.62,Fully Paid
a0xRg00000CMKXRIA5,INV-TRD-914,28451.48,Fully Paid
a0xRg00000CMKfVIAX,INV-TRD-915,29511.38,Fully Paid
a0xRg00000CML0UIAX,INV-TRD-918,67510.62,Fully Paid
a0xRg00000CML5JIAX,INV-TRD-916,,Pending
a0xRg00000CMLIDIA5,INV-TRD-917,30875.76,Fully Paid
a0xRg00000CMLRtIAP,INV-TRD-919,45673.2,Fully Paid
a0xRg00000CMLV7IAP,INV-TRD-920,45673.2,Fully Paid
a0xRg00000CMLWjIAP,INV-TRD-922,45673.2,Fully Paid
a0xRg00000CMMB6IAP,INV-TRD-924,26835,Fully Paid
a0xRg00000CMNgbIAH,INV-TRD-923,45673.2,Fully Paid
a0xRg00000CODgLIAX,INV-TRD-925,28522.94,Cancelled
a0xRg00000CPFOSIA5,INV-TRD2-213,166647.6,Fully Paid
a0xRg00000CPLTmIAP,INV-TRD-926,28939.56,Fully Paid
a0xRg00000CPSF8IAP,INV-TRD-929,,Cancelled
a0xRg00000CPUYhIAP,INV-TRD-931,133736.28,Fully Paid
a0xRg00000CPXjRIAX,INV-TRD-927,66858.34,Fully Paid
a0xRg00000CPY7dIAH,INV-TRD-928,30456.16,Fully Paid
a0xRg00000CPZriIAH,INV-TRD-932,30159.02,Fully Paid
a0xRg00000CPZtJIAX,INV-TRD-930,28660,Fully Paid
a0xRg00000CRXnOIAX,INV-TRD2-214,85631,Fully Paid
a0xRg00000CRtEPIA1,INV-TRD2-215,222603,Fully Paid
a0xRg00000CRtpVIAT,INV-TRD2-216,47670,Partially Paid
a0xRg00000CWOBZIA5,INV-TRD2-217,338184.8,Fully Paid
a0xRg00000CWOGPIA5,INV-TRD2-218,338184.8,Fully Paid
a0xRg00000CWSK1IAP,INV-TRD2-219,88695.8,Fully Paid
a0xRg00000CWSThIAP,INV-TRD2-220,87597.2,Partially Paid
a0xRg00000CWdliIAD,INV-TRD2-221,44612.4,Fully Paid
a0xRg00000CWi74IAD,INV-TRD2-222,103656,Fully Paid
a0xRg00000CaofJIAR,INV-TRD2-223,45182.96,Fully Paid
a0xRg00000CaogvIAB,INV-TRD2-224,210164.8,Fully Paid
a0xRg00000CaollIAB,INV-TRD-933,69708.08,Partially Paid
a0xRg00000Cbw7lIAB,INV-TRD2-225,101643.9,Fully Paid
a0xRg00000CbxQPIAZ,INV-TRD2-226,204555,Fully Paid
a0xRg00000Cc7ETIAZ,INV-TRD2-227,92578.2,Fully Paid
a0xRg00000CeP2PIAV,INV-TRD-934,34366.92,Fully Paid
a0xRg00000CgkifIAB,INV-TRD2-228,42843.6,Fully Paid
a0xRg00000CgkkHIAR,INV-TRD2-229,198468,Fully Paid
a0xRg00000Cgn73IAB,INV-TRD-935,64856.62,Fully Paid
a0xRg00000Cgn8fIAB,INV-TRD-936,66462,Cancelled
a0xRg00000CgnDVIAZ,INV-TRD2-230,91658,Partially Paid
a0xRg00000CgnLZIAZ,INV-TRD-937,277287.61,Partially Paid
a0xRg00000CgnNBIAZ,INV-TRD-938,138620,Partially Paid
a0xRg00000CgnOnIAJ,INV-TRD-939,27685.28,Partially Paid
a0xRg00000CgnQPIAZ,INV-TRD-940,27000,Partially Paid
a0xRg00000CgnS1IAJ,INV-TRD-941,27734,Fully Paid
a0xRg00000CgnTdIAJ,INV-TRD-942,27733.68,Fully Paid
a0xRg00000CgnYTIAZ,INV-TRD-943,101137.8,Fully Paid
a0xRg00000CgnbhIAB,INV-TRD-944,279866.99,Fully Paid
a0xRg00000CgndJIAR,INV-TRD-945,139860,Partially Paid
a0xRg00000CgnevIAB,INV-TRD-946,27932.52,Partially Paid
a0xRg00000Cgni9IAB,INV-TRD-947,28000,Fully Paid
a0xRg00000CgxOBIAZ,INV-TRD2-231,65399.8,Fully Paid
a0xRg00000Cj21xIAB,INV-TRD-948,27982,Fully Paid
a0xRg00000Cj46zIAB,INV-BTL-99,2314500,Fully Paid
a0xRg00000Cj4q9IAB,INV-TRD2-232,88195.2,Partially Paid
a0xRg00000Cj4uzIAB,INV-TRD2-233,106675.8,Fully Paid
a0xRg00000Cj57tIAB,INV-TRD2-234,105083.6,Fully Paid
a0xRg00000Cj5JBIAZ,INV-TRD-949,29802.46,Fully Paid
a0xRg00000CkrDkIAJ,INV-TRD2-235,37310,Fully Paid
a0xRg00000CksPtIAJ,INV-TRD2-236,87408.3,Fully Paid
a0xRg00000Ckt7RIAR,INV-TRD-950,157301.1,Fully Paid
a0xRg00000CktPBIAZ,INV-BTL-100,12432500,Fully Paid
a0xRg00000ClpTEIAZ,INV-TRD2-238,91350,Fully Paid
a0xRg00000ClvrxIAB,INV-TRD2-237,39690,Fully Paid
a0xRg00000CntndIAB,INV-TRD-951,32550,Fully Paid
a0xRg00000Cnw2LIAR,INV-TRD2-239,23277.5,Fully Paid
a0xRg00000Cnw3xIAB,INV-TRD2-240,100637.5,Fully Paid
a0xRg00000CqFnFIAV,INV-TRD2-241,440467.6,Partially Paid
a0xRg00000CqGwDIAV,INV-TRD2-242,444592.8,Partially Paid
a0xRg00000CqK2AIAV,INV-TRD2-243,433105.6,Partially Paid
a0xRg00000CqR0TIAV,INV-TRD-952,29802,Partially Paid
a0xRg00000CqVwuIAF,INV-TRD-953,34375.22,Fully Paid
a0xRg00000CsWP6IAN,INV-TRD-957,65177.7,Fully Paid
a0xRg00000CsWf7IAF,INV-TRD2-244,103127.5,Fully Paid
a0xRg00000CsWgjIAF,INV-TRD2-245,44401,Fully Paid
a0xRg00000CsWiLIAV,INV-TRD-954,29402.76,Fully Paid
a0xRg00000CsWnBIAV,INV-TRD-955,977665.5,Fully Paid
a0xRg00000CsWonIAF,INV-TRD-956,65177.7,Fully Paid
a0xRg00000CsWqPIAV,INV-TRD-958,65177.7,Fully Paid
a0xRg00000CuosrIAB,INV-BTL-101,,Pending
a0xRg00000CuoxhIAB,INV-BTL-102,4334500,Fully Paid
a0xRg00000CupCDIAZ,INV-BTL-103,4910000,Fully Paid
a0xRg00000CupIfIAJ,INV-BTL-104,4265500,Fully Paid
a0xRg00000CupqXIAR,INV-BTL-105,452012.73,Partially Paid
a0xRg00000CupvNIAR,INV-BTL-106,2726200,Fully Paid
a0xRg00000Cuq1pIAB,INV-BTL-107,,Pending
a0xRg00000CuqBVIAZ,INV-BTL-108,,Pending
a0xRg00000CuqRdIAJ,INV-BTL-109,,Cancelled
a0xRg00000CuqcvIAB,INV-BTL-110,,Cancelled
a0xRg00000CxH2yIAF,INV-TRD-959,18725.32,Cancelled
a0xRg00000CxhV3IAJ,INV-TRD2-246,85864.8,Fully Paid
a0xRg00000CxhYHIAZ,INV-TRD2-247,170804.11,Fully Paid
a0xRg00000CxiUSIAZ,INV-TRD2-248,206787,Fully Paid
a0xRg00000Cxjv3IAB,INV-TRD-960,29262.2,Fully Paid
a0xRg00000CxjwfIAB,INV-TRD-961,,Pending
a0xRg00000CxjyHIAR,INV-TRD-962,44728,Fully Paid
a0xRg00000CxjztIAB,INV-TRD-963,69173.94,Fully Paid
a0xRg00000Cxk1VIAR,INV-TRD-964,29059.4,Fully Paid
a0xRg00000Cxk37IAB,INV-TRD-965,32874,Partially Paid
a0xRg00000Cxk4jIAB,INV-TRD-966,31093,Fully Paid
a0xRg00000Cxk6LIAR,INV-TRD-967,,Pending
a0xRg00000CxlDhIAJ,INV-TRD2-249,158865,Fully Paid
a0xRg00000CxlNNIAZ,INV-TRD2-250,84957.6,Fully Paid
a0xRg00000D01uHIAR,INV-TRD-968,66948,Partially Paid
a0xRg00000D02lVIAR,INV-TRD2-251,40893.44,Fully Paid
a0xRg00000D02n7IAB,INV-TRD2-252,283075.8,Fully Paid
a0xRg00000D04QjIAJ,INV-TRD2-253,176300,Fully Paid
a0xRg00000D04SLIAZ,INV-TRD2-254,179066.33,Partially Paid
a0xRg00000D2MhhIAF,INV-TRD2-255,90613.5,Fully Paid
a0xRg00000D2Q5NIAV,INV-TRD-969,30159.02,Fully Paid
a0xRg00000D2QVBIA3,INV-TRD-970,116585.28,Fully Paid
a0xRg00000D2aJGIAZ,INV-TRD-971,30456.16,Fully Paid
a0xRg00000D4fTKIAZ,INV-TRD-972,27650.98,Fully Paid
a0xRg00000D4fbNIAR,INV-TRD-973,33637.42,Fully Paid
a0xRg00000D4fhpIAB,INV-TRD-974,44285.04,Fully Paid
a0xRg00000D4gE5IAJ,INV-TRD-975,311858.2,Fully Paid
a0xRg00000D4gHKIAZ,INV-TRD-982,31185.82,Fully Paid
a0xRg00000D4gM9IAJ,INV-TRD-976,31185.82,Fully Paid
a0xRg00000D4gQzIAJ,INV-TRD-977,31185.82,Fully Paid
a0xRg00000D4gXRIAZ,INV-TRD-978,31185.82,Fully Paid
a0xRg00000D4gafIAB,INV-TRD-979,31185.82,Fully Paid
a0xRg00000D4gnZIAR,INV-TRD-980,31185.82,Fully Paid
a0xRg00000D4gxFIAR,INV-TRD-981,31185.82,Fully Paid
a0xRg00000D4h0TIAR,INV-TRD-983,31185.82,Fully Paid
a0xRg00000D4h25IAB,INV-TRD-984,31185.82,Fully Paid
a0xRg00000D4h3hIAB,INV-TRD-985,31185.82,Fully Paid
a0xRg00000D4iCfIAJ,INV-TRD-986,27900,Partially Paid
a0xRg00000D4iSoIAJ,INV-TRD-988,27389.66,Fully Paid
a0xRg00000D4jThIAJ,INV-TRD-987,27733.68,Fully Paid
a0xRg00000D4jrtIAB,INV-TRD-989,33738.02,Fully Paid
a0xRg00000D4kG5IAJ,INV-TRD-990,60000,Fully Paid
a0xRg00000D75mgIAB,INV-TRD-991,27307.98,Fully Paid
a0xRg00000D8kPZIAZ,INV-BTL-111,,Pending
a0xRg00000D8kSnIAJ,INV-BTL-112,,Pending
a0xRg00000D8kW1IAJ,INV-BTL-113,2336500,Fully Paid
a0xRg00000D8kmAIAR,INV-TRD-1002,28451.48,Fully Paid
a0xRg00000D8kuDIAR,INV-TRD-992,46824,Fully Paid
a0xRg00000D8kvpIAB,INV-TRD-993,27495.9,Fully Paid
a0xRg00000D8kxRIAR,INV-TRD-994,,Pending
a0xRg00000D8kz3IAB,INV-TRD-995,,Cancelled
a0xRg00000D8l0fIAB,INV-TRD-996,,Cancelled
a0xRg00000D8l2HIAR,INV-TRD-997,29652.58,Fully Paid
a0xRg00000D8l3uIAB,INV-TRD-1003,27858.62,Partially Paid
a0xRg00000D8l8jIAB,INV-TRD-998,34415,Fully Paid
a0xRg00000D8lALIAZ,INV-TRD-999,30421.1,Fully Paid
a0xRg00000D8lBxIAJ,INV-TRD-1000,31051,Fully Paid
a0xRg00000D8lDZIAZ,INV-TRD-1001,,Pending
a0xRg00000D8lFBIAZ,INV-TRD-1004,,Pending
a0xRg00000D8lGnIAJ,INV-TRD-1005,30875.76,Fully Paid
a0xRg00000D8lK1IAJ,INV-TRD-1006,67510.62,Fully Paid
a0xRg00000D8lLdIAJ,INV-TRD-1007,45680.89,Fully Paid
a0xRg00000D8lNFIAZ,INV-TRD-1008,26835,Fully Paid
a0xRg00000D8lOrIAJ,INV-TRD-1009,28250.66,Fully Paid
a0xRg00000D8lQTIAZ,INV-TRD-1010,28939.56,Fully Paid
a0xRg00000D8lS5IAJ,INV-TRD-1011,66858.34,Fully Paid
a0xRg00000D9YCfIAN,INV-TRD-1012,28972,Partially Paid
a0xRg00000D9YHVIA3,INV-TRD-1013,31000,Fully Paid
a0xRg00000D9YJ7IAN,INV-TRD-1014,26186.56,Fully Paid
a0xRg00000D9YMLIA3,INV-TRD-1015,,Pending
a0xRg00000D9YUPIA3,INV-TRD-1016,29115.9,Fully Paid
a0xRg00000D9YXdIAN,INV-TRD-1017,32938.4,Fully Paid
a0xRg00000D9YarIAF,INV-TRD-1018,65177.7,Fully Paid
a0xRg00000D9YhJIAV,INV-TRD-1019,31465,Fully Paid
a0xRg00000D9YqzIAF,INV-TRD-1020,28664.16,Fully Paid
a0xRg00000D9YvpIAF,INV-TRD-1021,27982,Fully Paid
a0xRg00000D9ZALIA3,INV-TRD-1022,,Pending
a0xRg00000D9ZFBIA3,INV-TRD-1023,133736.28,Fully Paid
a0xRg00000D9ZS5IAN,INV-TRD-1024,,Cancelled
a0xRg00000D9a1ZIAR,INV-TRD-1025,28660,Fully Paid
a0xRg00000D9aO9IAJ,INV-TRD-1026,,Cancelled
a0xRg00000D9aw3IAB,INV-TRD-1040,47140,Fully Paid
a0xRg00000D9bgoIAB,INV-TRD-1030,28409.98,Fully Paid
a0xRg00000D9d5uIAB,INV-TRD-1041,28260.66,Partially Paid
a0xRg00000D9d98IAB,INV-TRD-1042,20200,Fully Paid
a0xRg00000D9d99IAB,INV-TRD-1046,45940,Fully Paid
a0xRg00000D9eBdIAJ,INV-TRD-1027,426149.7,Fully Paid
a0xRg00000D9eJhIAJ,INV-TRD-1028,28409.98,Fully Paid
a0xRg00000D9eRlIAJ,INV-TRD-1029,28409.98,Fully Paid
a0xRg00000D9egHIAR,INV-TRD-1031,28409.98,Fully Paid
a0xRg00000D9ejVIAR,INV-TRD-1032,28409.98,Fully Paid
a0xRg00000D9ejWIAR,INV-TRD-1034,28409.98,Fully Paid
a0xRg00000D9epxIAB,INV-TRD-1033,28409.98,Fully Paid
a0xRg00000D9gYPIAZ,INV-TRD-1035,20720,Fully Paid
a0xRg00000D9gq9IAB,INV-TRD-1036,23440,Fully Paid
a0xRg00000D9gwbIAB,INV-TRD-1037,113639.92,Fully Paid
a0xRg00000D9h4fIAB,INV-TRD-1038,45940,Fully Paid
a0xRg00000D9hKnIAJ,INV-TRD-1039,22180,Fully Paid
a0xRg00000D9j4rIAB,INV-TRD-1043,19720,Fully Paid
a0xRg00000D9k49IAB,INV-TRD-1044,20720,Fully Paid
a0xRg00000D9kfFIAR,INV-TRD-1045,23440,Fully Paid
a0xRg00000D9kgtIAB,INV-TRD-1048,47140,Fully Paid
a0xRg00000D9mNiIAJ,INV-TRD-1047,22180,Fully Paid
a0xRg00000D9nlCIAR,INV-TRD-1050,19720,Fully Paid
a0xRg00000D9oqvIAB,INV-TRD-1049,20200,Fully Paid
a0xRg00000D9q6LIAR,INV-TRD-1051,19480,Fully Paid
a0xRg00000D9qxZIAR,INV-TRD-1052,19480,Fully Paid
a0xRg00000D9rTpIAJ,INV-TRD-1053,23980,Fully Paid
a0xRg00000D9sJRIAZ,INV-TRD-1054,23980,Fully Paid
a0xRg00000D9sePIAR,INV-TRD-1055,18720,Fully Paid
a0xRg00000D9t5pIAB,INV-TRD-1056,18720,Fully Paid
a0xRg00000D9tCIIAZ,INV-TRD-1057,31900,Fully Paid
a0xRg00000D9uY9IAJ,INV-TRD-1058,31900,Fully Paid
a0xRg00000DBoLUIA1,INV-TRD-1060,21260,Fully Paid
a0xRg00000DBqGjIAL,INV-TRD-1059,21260,Fully Paid
a0xRg00000DBqNBIA1,INV-TRD-1061,47560,Fully Paid
a0xRg00000DBqOnIAL,INV-TRD-1062,47560,Fully Paid
a0xRg00000DBqVFIA1,INV-TRD2-256,90180.3,Fully Paid
a0xRg00000DBqWrIAL,INV-TRD2-257,88871.27,Partially Paid
a0xRg00000DBqa5IAD,INV-TRD2-258,90797.9,Fully Paid
a0xRg00000DBqbhIAD,INV-TRD2-259,87667,Fully Paid
a0xRg00000DBqjlIAD,INV-TRD2-260,103127.5,Fully Paid
a0xRg00000DBqrpIAD,INV-TRD2-261,208618.8,Fully Paid
a0xRg00000DBqwfIAD,INV-TRD2-262,82953.6,Partially Paid
a0xRg00000DBr7xIAD,INV-BTL-114,,Cancelled
a0xRg00000DBrCnIAL,INV-BTL-115,,Cancelled
a0xRg00000DBrMTIA1,INV-TRD2-263,6677.35,Partially Paid
a0xRg00000DBs41IAD,INV-TRD2-264,205259.8,Fully Paid
a0xRg00000DBw1BIAT,INV-BTL-116,,Cancelled
a0xRg00000DBzTjIAL,INV-TRD2-267,88526.3,Fully Paid
a0xRg00000DC0BGIA1,INV-TRD2-266,207776.32,Partially Paid
a0xRg00000DC0O9IAL,INV-TRD2-265,208105.9,Fully Paid
a0xRg00000DC7MPIA1,INV-TRD2-268,323584.82,Partially Paid
a0xRg00000DC7mDIAT,INV-TRD2-269,68481.48,Fully Paid
a0xRg00000DE8cXIAT,INV-TRD2-270,71455,Partially Paid
a0xRg00000DED7aIAH,INV-TRD2-271,35706.76,Fully Paid
a0xRg00000DEEhyIAH,INV-TRD2-273,81391.9,Fully Paid
a0xRg00000DEL9xIAH,INV-TRD2-272,162783.8,Fully Paid
a0xRg00000DGMzZIAX,INV-TRD2-274,85757.1,Partially Paid
a0xRg00000DIb3FIAT,INV-TRD2-275,88150,Fully Paid
a0xRg00000DLVdzIAH,INV-TRD-1065,27498.56,Fully Paid
a0xRg00000DLWwfIAH,INV-TRD-1063,274985.6,Fully Paid
a0xRg00000DLWyHIAX,INV-TRD-1064,137492.8,Fully Paid
a0xRg00000DLWztIAH,INV-TRD-1066,27498.56,Fully Paid
a0xRg00000DLX1VIAX,INV-TRD-1067,27498.56,Fully Paid
a0xRg00000DLX37IAH,INV-TRD-1068,27498.56,Fully Paid
a0xRg00000DLX38IAH,INV-TRD-1072,27498.56,Fully Paid
a0xRg00000DLX4jIAH,INV-TRD-1069,27498.56,Fully Paid
a0xRg00000DLX6LIAX,INV-TRD-1070,27498.56,Fully Paid
a0xRg00000DLX7xIAH,INV-TRD-1071,27498.56,Fully Paid
a0xRg00000DLX9ZIAX,INV-TRD-1073,27498.56,Fully Paid
a0xRg00000DLXEPIA5,INV-TRD-1074,1588358,Fully Paid
a0xRg00000DLXHdIAP,INV-TRD-1075,1696165.15,Fully Paid
a0xRg00000DLXMUIA5,INV-TRD-1078,47523.62,Fully Paid
a0xRg00000DLXPhIAP,INV-TRD-1076,135789.06,Fully Paid
a0xRg00000DLXRJIA5,INV-TRD-1077,47523.62,Fully Paid
a0xRg00000DLYFJIA5,INV-TRD2-276,206787,Fully Paid
a0xRg00000DLYQbIAP,INV-TRD-1079,496558.48,Partially Paid
a0xRg00000DLYTpIAP,INV-TRD-1080,165519.5,Fully Paid
a0xRg00000DLYvFIAX,INV-TRD-1081,231727.3,Fully Paid
a0xRg00000DLbZlIAL,INV-TRD-1082,3290992,Fully Paid
a0xRg00000DLhyXIAT,INV-TRD-1083,3396340,Fully Paid
a0xRg00000DNhxdIAD,INV-TRD2-277,90797.9,Fully Paid
a0xRg00000DQ1PBIA1,INV-TRD2-278,283075.8,Fully Paid
a0xRg00000DQ1QnIAL,INV-TRD2-279,1066.26,Partially Paid
a0xRg00000DQ1SPIA1,INV-TRD2-280,103656,Fully Paid
a0xRg00000DQ3nZIAT,INV-TRD2-281,103655.6,Partially Paid
a0xRg00000DQ4LRIA1,INV-TRD-1084,25901,Partially Paid
a0xRg00000DQ5xRIAT,INV-TRD-1085,122504.8,Partially Paid
a0xRg00000DQ8bzIAD,INV-TRD2-283,176479.5,Fully Paid
a0xRg00000DSFCjIAP,INV-TRD-1086,66462,Cancelled
a0xRg00000DSHfxIAH,INV-TRD-1087,3334189,Fully Paid
a0xRg00000DSHknIAH,INV-TRD-1088,3150,Fully Paid
a0xRg00000DSISLIA5,INV-TRD2-284,80226.8,Fully Paid
a0xRg00000DSIaPIAX,INV-TRD2-285,339277.5,Fully Paid
a0xRg00000DSIgrIAH,INV-TRD2-286,81021.2,Fully Paid
a0xRg00000DSIiTIAX,INV-TRD2-287,81021.2,Fully Paid
a0xRg00000DSInJIAX,INV-TRD2-288,157165.4,Fully Paid
a0xRg00000DUT3VIAX,INV-TRD-1089,27307.98,Fully Paid
a0xRg00000DUUIvIAP,INV-TRD-1090,29235.07,Partially Paid
a0xRg00000DUUNlIAP,INV-TRD-1091,64856.62,Fully Paid
a0xRg00000DUUPNIA5,INV-TRD-1092,27389.66,Fully Paid
a0xRg00000DUUh7IAH,INV-TRD-1093,27650,Partially Paid
a0xRg00000DUUpBIAX,INV-TRD-1094,,Pending
a0xRg00000DUUu1IAH,INV-TRD-1095,26265.12,Fully Paid
a0xRg00000DUV5JIAX,INV-TRD-1096,44728,Fully Paid
a0xRg00000DUVA9IAP,INV-TRD-1097,29802.46,Fully Paid
a0xRg00000DUVIDIA5,INV-TRD-1098,29060,Fully Paid
a0xRg00000DUVOfIAP,INV-TRD-1099,32874,Partially Paid
a0xRg00000DUVQIIA5,INV-TRD2-289,21785.4,Fully Paid
a0xRg00000DUWZFIA5,INV-TRD2-290,409979.6,Partially Paid
a0xRg00000DUXWwIAP,INV-TRD-1105,44285.04,Fully Paid
a0xRg00000DUYETIA5,INV-TRD-1100,31093,Fully Paid
a0xRg00000DUbHBIA1,INV-TRD-1101,,Pending
a0xRg00000DUbqfIAD,INV-TRD-1102,34375.22,Fully Paid
a0xRg00000DUcRmIAL,INV-TRD-1104,33637.42,Fully Paid
a0xRg00000DUdAvIAL,INV-TRD-1103,27650.98,Fully Paid
a0xRg00000DUdHPIA1,INV-TRD-1108,33738.02,Fully Paid
a0xRg00000DUdPSIA1,INV-TRD-1106,31185.82,Fully Paid
a0xRg00000DUhknIAD,INV-TRD-1107,27733.68,Fully Paid
a0xRg00000DUkKTIA1,INV-TRD-1109,60000,Fully Paid
a0xRg00000DWOqvIAH,INV-TRD2-291,99145.2,Partially Paid
a0xRg00000DWOu9IAH,INV-TRD2-292,108911,Fully Paid
a0xRg00000DWOyzIAH,INV-TRD-1110,28972,Partially Paid
a0xRg00000DWP0bIAH,INV-TRD-1111,31000,Fully Paid
a0xRg00000DWP2DIAX,INV-TRD-1112,66948,Partially Paid
a0xRg00000DWP3pIAH,INV-TRD-1113,26186.56,Fully Paid
a0xRg00000DWP5RIAX,INV-TRD-1114,,Cancelled
a0xRg00000DWP73IAH,INV-TRD-1115,,Pending
a0xRg00000DWPAHIA5,INV-TRD2-293,491440.4,Fully Paid
a0xRg00000DWPBtIAP,INV-TRD-1116,29115.9,Fully Paid
a0xRg00000DWPDVIA5,INV-TRD-1117,32938.4,Fully Paid
a0xRg00000DWPF7IAP,INV-TRD-1118,65177.7,Fully Paid
a0xRg00000DWPGjIAP,INV-TRD-1119,31465,Fully Paid
a0xRg00000DWPILIA5,INV-TRD-1120,28664.16,Fully Paid
a0xRg00000DWPJxIAP,INV-TRD-1121,27982,Fully Paid
a0xRg00000DWPNBIA5,INV-TRD-1122,,Pending
a0xRg00000DWPQPIA5,INV-TRD-1123,30159.02,Fully Paid
a0xRg00000DWPVFIA5,INV-TRD-1124,133736.28,Fully Paid
a0xRg00000DWPWrIAP,INV-TRD-1125,29402.76,Fully Paid
a0xRg00000DWPwfIAH,INV-TRD-1126,28660,Fully Paid
a0xRg00000DWPztIAH,INV-TRD-1127,,Cancelled
a0xRg00000DXIhpIAH,INV-BTL-117,,Cancelled
a0xRg00000DXIl3IAH,INV-BTL-118,,Cancelled
a0xRg00000DXLB3IAP,INV-GFF-1,139400,Fully Paid
a0xRg00000DXLHVIA5,INV-TRD-1128,29652.28,Partially Paid
a0xRg00000DXMzyIAH,INV-TRD-1132,28248.02,Partially Paid
a0xRg00000DXNeIIAX,INV-TRD-1129,30456.16,Fully Paid
a0xRg00000DXNuPIAX,INV-TRD-1130,66858.34,Fully Paid
a0xRg00000DXOQgIAP,INV-TRD-1135,26835,Fully Paid
a0xRg00000DXPQ1IAP,INV-TRD-1134,34366.92,Fully Paid
a0xRg00000DXT2BIAX,INV-TRD-1131,28939.56,Fully Paid
a0xRg00000DXZ5xIAH,INV-TRD-1133,27900,Partially Paid
a0xRg00000DXa3dIAD,INV-TRD-1136,45673.2,Fully Paid
a0xRg00000DXaYHIA1,INV-TRD-1137,67510.62,Fully Paid
a0xRg00000DXbMHIA1,INV-TRD-1138,30875.76,Fully Paid
a0xRg00000DXdntIAD,INV-TRD-1139,,Pending
a0xRg00000DZWS9IAP,INV-TRD-1140,25901,Partially Paid
a0xRg00000DZXfxIAH,INV-TRD2-294,92391,Fully Paid
a0xRg00000DZY0vIAH,INV-TRD2-295,83970,Fully Paid
a0xRg00000DZb5FIAT,INV-TRD2-296,182557.98,Partially Paid
a0xRg00000DZh94IAD,INV-TRD-1142,,Pending
