Id,Cumulative_Paid_Amount__c
a0YRg00000UyflPMAR,144000
a0YRg00000UyflQMAR,2800
a0YRg00000UynixMAB,46376.78
a0YRg00000UyniyMAB,47523.62
a0YRg00000UynizMAB,30130.6
a0YRg00000UyvoZMAR,135789.06
a0YRg00000UyvoaMAB,45263.02
a0YRg00000UyvobMAB,45263.02
a0YRg00000UyvocMAB,9756.36
a0YRg00000UzDyLMAV,162200
a0YRg00000V1ujAMAR,37000
a0YRg00000V20zoMAB,268610
a0YRg00000V22K3MAJ,133900
a0YRg00000V22K4MAJ,133900
a0YRg00000V24KDMAZ,3250
a0YRg00000V24SHMAZ,133900
a0YRg00000V24iQMAR,27389.66
a0YRg00000V24iRMAR,27389.66
a0YRg00000V24iSMAR,27389.66
a0YRg00000V24iTMAR,27389.66
a0YRg00000V24iUMAR,27389.66
a0YRg00000V24iVMAR,1.7
a0YRg00000V27JhMAJ,98110
a0YRg00000V29ADMAZ,145266.72
a0YRg00000V2AHZMA3,147100
a0YRg00000V2AHaMAN,143415.27
a0YRg00000V2RwnMAF,5497402.2
a0YRg00000V2XR3MAN,182557.98
a0YRg00000V2YDSMA3,29060
a0YRg00000V2eM7MAJ,8550000
a0YRg00000V5C58MAF,106111.8
a0YRg00000V5C59MAF,38.2
a0YRg00000V5CjUMAV,29652.58
a0YRg00000V5Dh7MAF,95359.5
a0YRg00000V5F1NMAV,66462
a0YRg00000V5Hb3MAF,201312
a0YRg00000V7hBHMAZ,103658.1
a0YRg00000V7hG5MAJ,37000
a0YRg00000V89YxMAJ,170000
a0YRg00000V8DeAMAV,187560
a0YRg00000V8DeBMAV,182440
a0YRg00000V9Q4lMAF,2489000
a0YRg00000V9VyrMAF,136197.48
a0YRg00000V9w6BMAR,37000
a0YRg00000V9wW8MAJ,88526.3
a0YRg00000VA6iJMAT,98468.5
a0YRg00000VA6iKMAT,98468.5
a0YRg00000VA6iLMAT,55000
a0YRg00000VA8iTMAT,41293.8
a0YRg00000VA8iUMAT,34.2
a0YRg00000VA9Q5MAL,54101.2
a0YRg00000VCnkhMAD,332663.7
a0YRg00000VD1NuMAL,3250
a0YRg00000VD1NvMAL,135970
a0YRg00000VD3fmMAD,64856.62
a0YRg00000VD5hbMAD,29402.76
a0YRg00000VD87ZMAT,32550
a0YRg00000VD87aMAD,32550
a0YRg00000VD8HFMA1,34415
a0YRg00000VD8HGMA1,34415
a0YRg00000VD8XNMA1,332663.7
a0YRg00000VDC4jMAH,142279.57
a0YRg00000VDIZyMAP,66858.34
a0YRg00000VDJRBMA5,29802
a0YRg00000VDKdNMAX,34375.22
a0YRg00000VDUg1MAH,153600
a0YRg00000VDUg2MAH,37000
a0YRg00000VDbj8MAD,92020
a0YRg00000VDmWVMA1,10000
a0YRg00000VGmoPMAT,135970
a0YRg00000VGz2TMAT,29652.28
a0YRg00000VGziPMAT,150000
a0YRg00000VH0pmMAD,29987
a0YRg00000VH1CMMA1,82610
a0YRg00000VH3ZCMA1,44296
a0YRg00000VHUPgMAP,140340.41
a0YRg00000VHcVOMA1,7872.53
a0YRg00000VHf05MAD,10250000
a0YRg00000VHf06MAD,22795000
a0YRg00000VHjOhMAL,37000
a0YRg00000VHl5YMAT,7766149.2
a0YRg00000VHl5ZMAT,5520353
a0YRg00000VHl5aMAD,116836.5
a0YRg00000VO705MAD,50000
a0YRg00000VO74vMAD,123800
a0YRg00000VO76XMAT,87000
a0YRg00000VOCe5MAH,27307.98
a0YRg00000VOCe6MAH,783.99
a0YRg00000VOCnlMAH,259245.12
a0YRg00000VODIPMA5,141688.4
a0YRg00000VODIQMA5,346346
a0YRg00000VODIRMA5,340581.6
a0YRg00000VQYFWMA5,28660
a0YRg00000VQmLiMAL,55000
a0YRg00000VQsXcMAL,37200
a0YRg00000VR3srMAD,18001.7
a0YRg00000VR3ssMAD,9391.7
a0YRg00000VUlXVMA1,37000
a0YRg00000VV7UrMAL,140770
a0YRg00000VVAhCMAX,37000
a0YRg00000VVBGjMAP,26835
a0YRg00000VVEo1MAH,140770
a0YRg00000VYVvZMAX,101137.8
a0YRg00000VYVvaMAH,4071.11
a0YRg00000VYWy5MAH,26835
a0YRg00000VYdMrMAL,386790
a0YRg00000VYfIHMA1,625849.2
a0YRg00000VYk8FMAT,737512.73
a0YRg00000VYlInMAL,346316
a0YRg00000VYnyyMAD,42879
a0YRg00000VYoi5MAD,198641
a0YRg00000VYzKHMA1,28451.48
a0YRg00000VYzKIMA1,28451.48
a0YRg00000VYzKJMA1,28451.48
a0YRg00000VYzKKMA1,28451.48
a0YRg00000VYzKLMA1,28451.48
a0YRg00000VYzKMMA1,2257.25
a0YRg00000VZ3dtMAD,982950
a0YRg00000VZJM7MAP,28451.48
a0YRg00000VZJM8MAP,28451.48
a0YRg00000VZJM9MAP,28451.48
a0YRg00000VZJMAMA5,28451.48
a0YRg00000VZJMBMA5,28451.33
a0YRg00000VZPuYMAX,86442.56
a0YRg00000VcGukMAF,130000
a0YRg00000VcQvlMAF,160800
a0YRg00000VcR2AMAV,132000
a0YRg00000VcSe9MAF,102650.3
a0YRg00000VcSeAMAV,12270.95
a0YRg00000VcSz8MAF,37000
a0YRg00000VcUzJMAV,37000
a0YRg00000VcV7NMAV,130000
a0YRg00000VcVwzMAF,132000
a0YRg00000VcYRpMAN,34336.92
a0YRg00000Vg7GCMAZ,140070
a0YRg00000Vg7krMAB,37000
a0YRg00000Vg9wJMAR,140070
a0YRg00000VgAFeMAN,37000
a0YRg00000VgCkdMAF,37000
a0YRg00000VgKJqMAN,37000
a0YRg00000VgOfJMAV,463659
a0YRg00000VgcQRMAZ,469313
a0YRg00000VgfZcMAJ,480417.5
a0YRg00000VgiCTMAZ,445210.5
a0YRg00000VjWl3MAF,135100
a0YRg00000VjWl4MAF,3250
a0YRg00000VjWl5MAF,135040
a0YRg00000VjYBlMAN,26343.68
a0YRg00000VjYBmMAN,18035.81
a0YRg00000VlghvMAB,27733.68
a0YRg00000VlmKMMAZ,27956.07
a0YRg00000VlnxtMAB,32874
a0YRg00000Vloh3MAB,862512.73
a0YRg00000Vpm0nMAB,37000
a0YRg00000VptyJMAR,28950
a0YRg00000VpyOWMAZ,29115.9
a0YRg00000Vq23wMAB,136900
a0YRg00000Vq23xMAB,63100
a0YRg00000Vq2FEMAZ,69173.94
a0YRg00000Vq2omMAB,258800
a0YRg00000Vq4TuMAJ,66948
a0YRg00000Vq8CdMAJ,132800
a0YRg00000Vq9JzMAJ,288993.96
a0YRg00000Vq9esMAB,257200
a0YRg00000Vq9oZMAR,254500.27
a0YRg00000Vq9yFMAR,262400
a0YRg00000Vq9yGMAR,3600
a0YRg00000VqBySMAV,37000
a0YRg00000VqCw6MAF,37000
a0YRg00000VqDH5MAN,37000
a0YRg00000VqGlCMAV,414060.27
a0YRg00000VqIaFMAV,37000
a0YRg00000VqKNTMA3,37000
a0YRg00000VqOZAMA3,55000
a0YRg00000VqSBGMA3,133096.5
a0YRg00000VqUUpMAN,132000
a0YRg00000VqUUqMAN,87000
a0YRg00000VqUcrMAF,142500
a0YRg00000VqUg5MAF,142500
a0YRg00000Vtv3wMAB,159000
a0YRg00000Vtv3xMAB,159000
a0YRg00000Vtv3yMAB,159000
a0YRg00000Vtv3zMAB,78000
a0YRg00000VuDghMAF,46824
a0YRg00000VuET3MAN,108000
a0YRg00000VuEksMAF,28972
a0YRg00000VuLZNMA3,31465
a0YRg00000VxZUZMA3,187560
a0YRg00000VxZUaMAN,55880
a0YRg00000Vxf0UMAR,2336500
a0YRg00000VxfRuMAJ,25945.74
a0YRg00000VxkctMAB,275200
a0YRg00000VxnhCMAR,37000
a0YRg00000VxoYQMAZ,50000
a0YRg00000VxqYeMAJ,275200
a0YRg00000Vxr3HMAR,29802.46
a0YRg00000VxuihMAB,145400
a0YRg00000VxxYTMAZ,37000
a0YRg00000VxyCoMAJ,37000
a0YRg00000VxyfpMAB,134600
a0YRg00000Vy01lMAB,37000
a0YRg00000Vy7eHMAR,37000
a0YRg00000Vy82TMAR,139300
a0YRg00000Vy8daMAB,145100
a0YRg00000W1SPhMAN,159000
a0YRg00000W1SPiMAN,159000
a0YRg00000W1SPjMAN,159000
a0YRg00000W1UmPMAV,102377.33
a0YRg00000W1cH0MAJ,28664.16
a0YRg00000W1cH1MAJ,28664.16
a0YRg00000W1cH2MAJ,28664.16
a0YRg00000W1cH3MAJ,28664.16
a0YRg00000W1cH4MAJ,28664.16
a0YRg00000W1cH5MAJ,156679.2
a0YRg00000W1ruJMAR,37000
a0YRg00000W4v8aMAB,31051
a0YRg00000W4xboMAB,140100
a0YRg00000W4zLpMAJ,44398
a0YRg00000W4zLqMAJ,102425.07
a0YRg00000W52JhMAJ,157652.88
a0YRg00000W52JiMAJ,128986.32
a0YRg00000W53E9MAJ,55000
a0YRg00000W7C22MAF,44728
a0YRg00000W7PLpMAN,126000
a0YRg00000W7PQfMAN,135500
a0YRg00000W7PqTMAV,30159.02
a0YRg00000W7RViMAN,134000
a0YRg00000W7SV0MAN,237600
a0YRg00000WBH4mMAH,50000
a0YRg00000WBYggMAH,138000.4
a0YRg00000WBYghMAH,337126
a0YRg00000WBYgiMAH,101137.8
a0YRg00000WBYgjMAH,101137.8
a0YRg00000WBYgkMAH,7880.56
a0YRg00000WBdQDMA1,36950
a0YRg00000WBdq1MAD,108910.17
a0YRg00000WBikwMAD,37000
a0YRg00000WEs4aMAD,131167.95
a0YRg00000WF5TEMA1,264967.85
a0YRg00000WF5zWMAT,132800
a0YRg00000WF70NMAT,131349.4
a0YRg00000WFGbZMAX,91658
a0YRg00000WFJRRMA5,31093
a0YRg00000WFRS6MAP,270500
a0YRg00000WFeafMAD,81690
a0YRg00000WFeagMAD,80
a0YRg00000WFhF7MAL,107448.7
a0YRg00000WJXHGMA5,30000
a0YRg00000WJoBeMAL,37150
a0YRg00000WJp62MAD,186284
a0YRg00000WJpCUMA1,40407
a0YRg00000WJrcUMAT,170000
a0YRg00000WJu7JMAT,27843.96
a0YRg00000WJu7KMAT,1945.28
a0YRg00000WJuQhMAL,145070
a0YRg00000WJvHtMAL,139270
a0YRg00000WK2ssMAD,37000
a0YRg00000WNcJzMAL,131400
a0YRg00000WNpU2MAL,30000
a0YRg00000WNrSdMAL,265200
a0YRg00000WNtRBMA1,92140.4
a0YRg00000WNtRCMA1,92124.65
a0YRg00000WQhTVMA1,37000
a0YRg00000WQjS6MAL,109921.1
a0YRg00000WQkPmMAL,134600
a0YRg00000WQkZSMA1,27900
a0YRg00000WQlNRMA1,29262.2
a0YRg00000WQlQfMAL,26186.56
a0YRg00000WQnsHMAT,136900
a0YRg00000WSw54MAD,145400
a0YRg00000WSzkTMAT,987512.73
a0YRg00000WT19aMAD,65177.7
a0YRg00000WT19bMAD,10439.2
a0YRg00000WTB8vMAH,37000
a0YRg00000WTFUOMA5,37000
a0YRg00000WTMvfMAH,135860
a0YRg00000WTWQLMA5,74000
a0YRg00000WWk71MAD,29060
a0YRg00000WWnOGMA1,30456.16
a0YRg00000WWnOHMA1,1434.73
a0YRg00000WWpD9MAL,38000
a0YRg00000WWqKRMA1,37000
a0YRg00000WWs4ZMAT,179815.6
a0YRg00000WWse2MAD,102044.8
a0YRg00000WaELRMA3,176479.5
a0YRg00000WaIKAMA3,122196
a0YRg00000WaJo9MAF,30159.02
a0YRg00000WaLJhMAN,135079.36
a0YRg00000WaLLHMA3,49761.8
a0YRg00000WaMFkMAN,29986.99
a0YRg00000WaMFlMAN,63123.04
a0YRg00000WaMfWMAV,66462
a0YRg00000WaMsRMAV,37000
a0YRg00000WaNtMMAV,39113.12
a0YRg00000WaPn5MAF,42923.88
a0YRg00000WdlKqMAJ,64856.62
a0YRg00000WdxloMAB,288642.03
a0YRg00000WdyQCMAZ,26835
a0YRg00000We1MOMAZ,41378.7
a0YRg00000We2gdMAB,81021.2
a0YRg00000We62hMAB,206787
a0YRg00000We6sHMAR,81021.2
a0YRg00000We8xJMAR,165900
a0YRg00000WeBFGMA3,2194499
a0YRg00000WhIH0MAN,85400
a0YRg00000WhV6DMAV,143820
a0YRg00000WhY5dMAF,29402.76
a0YRg00000WhYs2MAF,59977.5
a0YRg00000WhYyTMAV,25347.78
a0YRg00000WhZXxMAN,201312
a0YRg00000Whl9LMAR,46026.24
a0YRg00000Whr53MAB,107190.6
a0YRg00000Whzx3MAB,145400
a0YRg00000Wi0DBMAZ,145400
a0YRg00000Wn6RmMAJ,88177.96
a0YRg00000Wn7h8MAB,92391
a0YRg00000WnLH2MAN,144309.5
a0YRg00000WnPE9MAN,27307.98
a0YRg00000WnPEAMA3,836.01
a0YRg00000WnPZ7MAN,27798.66
a0YRg00000WnR6HMAV,97039.5
a0YRg00000WnR6IMAV,39837.5
a0YRg00000WnfAuMAJ,214664.6
a0YRg00000WnfAvMAJ,14387.8
a0YRg00000WnjWHMAZ,89016
a0YRg00000WnkSJMAZ,214664.6
a0YRg00000WnkSKMAZ,55514.4
a0YRg00000WqggqMAB,99234
a0YRg00000WqrdiMAB,29802
a0YRg00000WqrkBMAR,87500
a0YRg00000WqzBSMAZ,37000
a0YRg00000WqzZhMAJ,38714
a0YRg00000Wu5fMMAR,49505
a0YRg00000WuCC9MAN,87440.32
a0YRg00000WuCCAMA3,210725.8
a0YRg00000WuJwvMAF,37000
a0YRg00000WuLNXMA3,34375.22
a0YRg00000WuNNjMAN,88910
a0YRg00000WuNltMAF,175000
a0YRg00000WuSFOMA3,37000
a0YRg00000Wy0E1MAJ,31000
a0YRg00000Wy0UJMAZ,41305.16
a0YRg00000Wy3OtMAJ,37000
a0YRg00000Wy7iXMAR,34336.92
a0YRg00000Wy7nOMAR,554944.5
a0YRg00000X1fMJMAZ,3250
a0YRg00000X6q4GMAR,3213.48
a0YRg00000X6rReMAJ,200327
a0YRg00000X6xDhMAJ,29801.16
a0YRg00000X6xNNMAZ,66226.44
a0YRg00000X70bNMAR,3255
a0YRg00000X7CKpMAN,50000
a0YRg00000X7CzDMAV,50000
a0YRg00000X7GUsMAN,36700
a0YRg00000XCYUMMA5,37000
a0YRg00000XCaw0MAD,118900
a0YRg00000XJ0UMMA1,3250
a0YRg00000XJ7vdMAD,3250
a0YRg00000XJ9z6MAD,101643.9
a0YRg00000XJ9z7MAD,1007.82
a0YRg00000XJAa9MAH,35522.87
a0YRg00000XJFmjMAH,826290
a0YRg00000XJHqBMAX,53000
a0YRg00000XJMBXMA5,36880
a0YRg00000XJQbuMAH,3250
a0YRg00000XJXWlMAP,3250
a0YRg00000XJYsbMAH,3250
a0YRg00000XJZryMAH,237000
a0YRg00000XJaBFMA1,3250
a0YRg00000XJcZdMAL,32874
a0YRg00000XPdb6MAD,37123.72
a0YRg00000XPisUMAT,6900.4
a0YRg00000XPkkhMAD,69123.94
a0YRg00000XPmEXMA1,3220
a0YRg00000XPtZPMA1,101876
a0YRg00000XPtZQMA1,43900.4
a0YRg00000XPvwAMAT,210725.8
a0YRg00000XQ3P5MAL,3210
a0YRg00000XQ5HCMA1,270500
a0YRg00000XVIgqMAH,36724
a0YRg00000XVgzHMAT,34414.94
a0YRg00000XVgzIMAT,34415.06
a0YRg00000XVnj0MAD,12240
a0YRg00000XVrGMMA1,108911
a0YRg00000XVrmeMAD,839350
a0YRg00000XVv0bMAD,32550
a0YRg00000XW2JqMAL,50000
a0YRg00000XW3EHMA1,66948
a0YRg00000XW9jaMAD,3250
a0YRg00000XWHKUMA5,165900
a0YRg00000XWKrtMAH,3250
a0YRg00000XWgnVMAT,36970
a0YRg00000XWjAJMA1,3250
a0YRg00000XbQi9MAF,399202.44
a0YRg00000XbVReMAN,29335
a0YRg00000XbVzWMAV,3250
a0YRg00000XbWh5MAF,37000
a0YRg00000XbXDKMA3,29802.46
a0YRg00000XbXq1MAF,3250
a0YRg00000XbXurMAF,3250
a0YRg00000XbYCbMAN,3250
a0YRg00000XbYEDMA3,1168012.73
a0YRg00000XbYJ4MAN,31051
a0YRg00000XbYfdMAF,29115.9
a0YRg00000XbYhFMAV,28972
a0YRg00000Xe4A2MAJ,37000
a0YRg00000Xe8DbMAJ,155900
a0YRg00000XeDpxMAF,32550
a0YRg00000XeMOfMAN,100000
a0YRg00000XeMWlMAN,37000
a0YRg00000XePuMMAV,3250
a0YRg00000XjzxBMAR,3185.42
a0YRg00000Xk0bcMAB,86112.5
a0YRg00000Xk1R7MAJ,546970
a0YRg00000Xk1nnMAB,208618.8
a0YRg00000Xk1noMAB,7806.28
a0YRg00000XkA6IMAV,151700
a0YRg00000XkA6JMAV,144374.08
a0YRg00000XkA6KMAV,151712.97
a0YRg00000XqNGsMAN,27900.22
a0YRg00000XqTB0MAN,33637.42
a0YRg00000XqTB1MAN,8134.48
a0YRg00000XqTKgMAN,30421.1
a0YRg00000XqUFBMA3,155900
a0YRg00000XqUNEMA3,3250
a0YRg00000XqVfpMAF,26186.56
a0YRg00000XqVfqMAF,2000
a0YRg00000XqWlZMAV,27734
a0YRg00000XqX3JMAV,27982
a0YRg00000Xwf1RMAR,85000
a0YRg00000Xwgv8MAB,283600
a0YRg00000Xwh4qMAB,37150
a0YRg00000Xwh84MAB,28522.94
a0YRg00000Xwh85MAB,28522.94
a0YRg00000Xwh86MAB,9797.32
a0YRg00000Xwh87MAB,57046.8
a0YRg00000XwoSrMAJ,3250
a0YRg00000Xwoe9MAB,31093
a0YRg00000XwpOwMAJ,60195.88
a0YRg00000Xwpf4MAB,27495.9
a0YRg00000Xwpf5MAB,27495.9
a0YRg00000Xwpf6MAB,27495.9
a0YRg00000Xwpf7MAB,27495.9
a0YRg00000Xwpf8MAB,82481.4
a0YRg00000XwrNZMAZ,784380.85
a0YRg00000Y33PFMAZ,28250.66
a0YRg00000Y33PGMAZ,28250.66
a0YRg00000Y33PHMAZ,28250.66
a0YRg00000Y33PIMAZ,28248.02
a0YRg00000Y3PzGMAV,37000
a0YRg00000Y3Sp3MAF,162200
a0YRg00000Y3UcIMAV,3250
a0YRg00000Y3XBxMAN,3250
a0YRg00000Y3YzFMAV,205000
a0YRg00000Y3pSMMAZ,145792.28
a0YRg00000Y3uOkMAJ,62814.28
a0YRg00000Y3wFFMAZ,84726
a0YRg00000Y49CRMAZ,41384.28
a0YRg00000Y4AgPMAV,60253.92
a0YRg00000Y4AzjMAF,39726.32
a0YRg00000Y4BXZMA3,54550
a0YRg00000Y4BfeMAF,44987
a0YRg00000Y4BnhMAF,44987
a0YRg00000Y4FePMAV,112677
a0YRg00000Y9CfuMAF,94655.8
a0YRg00000Y9DH0MAN,40940.32
a0YRg00000Y9H7iMAF,68182.8
a0YRg00000Y9MfGMAV,48023.12
a0YRg00000YCfVIMA1,84994.98
a0YRg00000YCtDLMA1,20650
a0YRg00000YCwRKMA1,479086.17
a0YRg00000YCyRYMA1,3250
a0YRg00000YCycoMAD,142834
a0YRg00000YCysrMAD,80000
a0YRg00000YCzXBMA1,1047630
a0YRg00000YCzybMAD,70866
a0YRg00000YD3z3MAD,38850.48
a0YRg00000YD3z4MAD,178502.4
a0YRg00000YD3z5MAD,178502.4
a0YRg00000YD4DVMA1,37000
a0YRg00000YD4NEMA1,3250
a0YRg00000YD9WbMAL,50000
a0YRg00000YDDoiMAH,29402.76
a0YRg00000YJIXBMA5,72810
a0YRg00000YJVKfMAP,99590.13
a0YRg00000YJaFZMA1,101137.8
a0YRg00000YJaFaMAL,9140.26
a0YRg00000YKD5bMAH,99167.8
a0YRg00000YKD5cMAH,97039.5
a0YRg00000YPVUsMAP,39970
a0YRg00000YPWkJMAX,346316
a0YRg00000YPdLxMAL,44703.08
a0YRg00000YPeI1MAL,44728
a0YRg00000YPeY9MAL,29060
a0YRg00000YPu0GMAT,
a0YRg00000YVwiWMAT,107448.7
a0YRg00000YVyp8MAD,29235.07
a0YRg00000YW2ccMAD,103882.7
a0YRg00000YW2cdMAD,43882.7
a0YRg00000YcF90MAF,184299.02
a0YRg00000YcNmQMAV,82953.04
a0YRg00000YcOTzMAN,338184.8
a0YRg00000YcPGLMA3,66462
a0YRg00000YcPUrMAN,29987
a0YRg00000YcQKVMA3,37000
a0YRg00000Yhu1lMAB,50000
a0YRg00000YhvyjMAB,283600
a0YRg00000YhwMvMAJ,31000
a0YRg00000YkTcxMAF,34375.22
a0YRg00000Ykao8MAB,26835
a0YRg00000YkcDDMAZ,3250
a0YRg00000YkdFhMAJ,64856.62
a0YRg00000YkfChMAJ,66858.34
a0YRg00000Ykg0iMAB,144150
a0YRg00000Ykg2IMAR,106675.8
a0YRg00000YkhsnMAB,112182.8
a0YRg00000YrSfLMAV,399202.44
a0YRg00000YrUIwMAN,92548.2
a0YRg00000YrVTXMA3,55000
a0YRg00000YrWJCMA3,30875.76
a0YRg00000YrWJDMA3,30875.76
a0YRg00000YrWJEMA3,30875.76
a0YRg00000YrWJFMA3,30875.76
a0YRg00000YrWJGMA3,30875.76
a0YRg00000YrWJHMA3,29150.76
a0YRg00000Yrd68MAB,88195.2
a0YRg00000YrdHQMAZ,36934.19
a0YRg00000YrjWUMAZ,46393.12
a0YRg00000YrjmcMAB,2489000
a0YRg00000YrmB1MAJ,29652.58
a0YRg00000YrnJxMAJ,85831
a0YRg00000YrqrKMAR,29652.38
a0YRg00000YrrVdMAJ,27651
a0YRg00000Ys58nMAB,3250
a0YRg00000YyswRMAR,3150
a0YRg00000Yz0ScMAJ,34336.92
a0YRg00000Yz3tWMAR,25000
a0YRg00000Yz4cbMAB,99145.2
a0YRg00000Yz5LlMAJ,92391
a0YRg00000Yz63KMAR,133736.28
a0YRg00000Yz7ozMAB,133736.28
a0YRg00000Yz857MAB,133736.28
a0YRg00000Yz8I1MAJ,133736.28
a0YRg00000YzML4MAN,17400
a0YRg00000Yzgd7MAB,18500
a0YRg00000Z67U7MAJ,202848.2
a0YRg00000Z6DmQMAV,331376.1
a0YRg00000Z6DmRMAV,105623.9
a0YRg00000Z6YvjMAF,99321
a0YRg00000Z6rgfMAB,23333.5
a0YRg00000Z6rggMAB,166.5
a0YRg00000Z8SEJMA3,3250
a0YRg00000Z8SEKMA3,37000
a0YRg00000ZD9SkMAL,31465
a0YRg00000ZDCC8MAP,138175
a0YRg00000ZDEc7MAH,85754.1
a0YRg00000ZDGikMAH,46824
a0YRg00000ZDI4cMAH,22744.6
a0YRg00000ZDbldMAD,55000
a0YRg00000ZDdyiMAD,45000
a0YRg00000ZDh9RMAT,55000
a0YRg00000ZDoqyMAD,92000
a0YRg00000ZK7KZMA1,98858.5
a0YRg00000ZK9z4MAD,42693.4
a0YRg00000ZKGMDMA5,36990
a0YRg00000ZKGUHMA5,109200
a0YRg00000ZKHlJMAX,102969.2
a0YRg00000ZMm3UMAT,111301.5
a0YRg00000ZMsTqMAL,107190.6
a0YRg00000ZMzIPMA1,504587.5
a0YRg00000ZMzIQMA1,167
a0YRg00000ZN57mMAD,263746.08
a0YRg00000ZN8nCMAT,67510.62
a0YRg00000ZNNChMAP,174150
a0YRg00000ZUJh0MAH,95359.5
a0YRg00000ZULUIMA5,135700.44
a0YRg00000ZUPg0MAH,33873
a0YRg00000ZUQk6MAH,33873
a0YRg00000ZUR9vMAH,182857.5
a0YRg00000ZUbcKMAT,259200
a0YRg00000ZV8RpMAL,55000
a0YRg00000ZbKrgMAF,48319
a0YRg00000ZbROWMA3,225962
a0YRg00000ZbXiQMAV,409200
a0YRg00000ZbdXhMAJ,41292.5
a0YRg00000ZbeQYMAZ,29802
a0YRg00000ZbejtMAB,32875
a0YRg00000Zbua9MAB,100769.6
a0YRg00000ZbuaAMAR,100769.6
a0YRg00000ZjO8XMAV,29652.58
a0YRg00000ZjOWiMAN,3250
a0YRg00000ZjOi0MAF,103882.7
a0YRg00000ZjQ5TMAV,92600
a0YRg00000ZjQ5UMAV,92600
a0YRg00000ZjSKAMA3,87369.6
a0YRg00000ZjTzOMAV,28660
a0YRg00000ZjWPNMA3,265610.08
a0YRg00000ZjWPOMA3,26265.12
a0YRg00000ZjWPPMA3,26265.12
a0YRg00000ZjWPQMA3,26265.12
a0YRg00000ZjWPRMA3,24558.68
a0YRg00000ZjXeoMAF,27307.98
a0YRg00000ZjXepMAF,888.03
a0YRg00000ZjXmuMAF,29834.48
a0YRg00000ZjZa9MAF,43405
a0YRg00000ZjfXVMAZ,40190
a0YRg00000ZjnRpMAJ,37000
a0YRg00000Zr1bKMAR,30456.16
a0YRg00000Zr1bLMAR,1434.57
a0YRg00000Zr3V5MAJ,967806
a0YRg00000ZrAEsMAN,8188.32
a0YRg00000ZrUv8MAF,41450
a0YRg00000ZrWjyMAF,287250
a0YRg00000ZrbbgMAB,24116400
a0YRg00000Zry1uMAB,37000
a0YRg00000Zy6XsMAJ,66948
a0YRg00000Zy7goMAB,43457.84
a0YRg00000ZyDB7MAN,22987
a0YRg00000ZyHLBMA3,91494
a0YRg00000ZyHLCMA3,264.4
a0YRg00000ZyJV3MAN,83154.01
a0YRg00000ZyLLZMA3,495925
a0YRg00000ZyM1VMAV,31465
a0YRg00000ZyMPhMAN,46824
a0YRg00000ZyOGEMA3,3250
a0YRg00000ZyOJRMA3,132000
a0YRg00000ZyOJSMA3,350
a0YRg00000a16OQMAY,28939.56
a0YRg00000a16ORMAY,28850.44
a0YRg00000a19SjMAI,489865
a0YRg00000a1AWsMAM,99091
a0YRg00000a1JaCMAU,37000
a0YRg00000a1L46MAE,37000
a0YRg00000a88gTMAQ,48459.6
a0YRg00000a8GVtMAM,135860
a0YRg00000a8IvtMAE,113274
a0YRg00000a8IvuMAE,108910.17
a0YRg00000a8OYHMA2,69133.94
a0YRg00000a8PEEMA2,29115.9
a0YRg00000a8QjlMAE,31051
a0YRg00000a8TjGMAU,6313
a0YRg00000aGD6GMAW,29802.46
a0YRg00000aGE5ZMAW,44728
a0YRg00000aGGVWMA4,43070
a0YRg00000aGKNpMAO,60800
a0YRg00000aNW49MAG,108732
a0YRg00000aNW4AMAW,108732
a0YRg00000aNcRGMA0,28972
a0YRg00000aNdqMMAS,46643
a0YRg00000aNh17MAC,103026
a0YRg00000aNmtdMAC,342603.8
a0YRg00000aNmteMAC,140191.52
a0YRg00000aNsCkMAK,37000
a0YRg00000aO84gMAC,37000
a0YRg00000aVEmkMAG,103127.5
a0YRg00000aVF68MAG,137000
a0YRg00000aVGOjMAO,27859.78
a0YRg00000aYuStMAK,253880
a0YRg00000aZA4bMAG,101876
a0YRg00000aZAvqMAG,237000
a0YRg00000abeMmMAI,6313
a0YRg00000abodxMAA,18498
a0YRg00000abqPWMAY,40785.54
a0YRg00000abra5MAA,30421
a0YRg00000ac4kHMAQ,37000
a0YRg00000acFFpMAM,37000
a0YRg00000acFyzMAE,100248.7
a0YRg00000acFz0MAE,53751.3
a0YRg00000afsMHMAY,44307.68
a0YRg00000afsxNMAQ,24813
a0YRg00000afxNbMAI,133100
a0YRg00000afxNcMAI,53900
a0YRg00000ag03iMAA,101831
a0YRg00000ag03jMAA,30.4
a0YRg00000ag0ZyMAI,179460
a0YRg00000agChgMAE,139388.32
a0YRg00000agEGNMA2,91881.1
a0YRg00000agEGOMA2,237.8
a0YRg00000agJsjMAE,91000
a0YRg00000agJskMAE,91000
a0YRg00000agJslMAE,39550
a0YRg00000agKdXMAU,276000
a0YRg00000agKdYMAU,39950
a0YRg00000agL1jMAE,30159.02
a0YRg00000agMHAMA2,26186.56
a0YRg00000agMHBMA2,4000
a0YRg00000agTouMAE,331376.1
a0YRg00000agVM2MAM,67510.62
a0YRg00000ajlu5MAA,29235.07
a0YRg00000ajmVBMAY,101140
a0YRg00000ajnO2MAI,139404.5
a0YRg00000ajnO3MAI,139404.5
a0YRg00000ajuFsMAI,19918
a0YRg00000an5xuMAA,90613.5
a0YRg00000an5xvMAA,90613.5
a0YRg00000an5xwMAA,37102.65
a0YRg00000an7BlMAI,103655.6
